text,label,clean_text
RT @CashOutMolly: bitches is stupid .. they get cheated on BY THEY MAN and wanna go fight the girl . NO BITCH leave that nigga and move on &#8230;,offensive,rt bitches is stupid they get cheated on by they man and wanna go fight the girl no bitch leave that nigga and move on
RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes!,offensive,rt ooh yea getting all hoes
RT @Cashmere_Nasir: @SkinnyBee__ @BossLifePiFF you lil stupid lil bitch she ain't fuckin with you (bug Sean voice),offensive,rt you lil stupid lil bitch she aint fuckin with you bug sean voice
"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen",offensive,rt call a girl a bitch and shell get offended but if u put bad in front shell swear shes a queen
RT @CauseWereGuys: Dumb bitch lol http://t.co/ZBUo9ZOj2e,offensive,rt dumb bitch lol
"RT @CauseWereGuys: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes.",offensive,rt element number is bromine and it comes before number ho holmium therefore its bros before hoes
RT @CauseWereGuys: Flirting with bitches on a Twitter like http://t.co/03PgoQQjYS,offensive,rt flirting with bitches on a twitter like
"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",offensive,rt freeze bitch im gonna steal your heart
RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,offensive,rt how to get unlimited pussy in high school
RT @CauseWereGuys: If these 3 drop a song together bitches will never run out of quotes http://t.co/wITDIIgcye,offensive,rt if these drop a song together bitches will never run out of quotes
RT @CauseWereGuys: If you're not a little bitch http://t.co/92fliCL627,offensive,rt if youre not a little bitch
"RT @CauseWereGuys: It's bros before hoes, not bros before your girlfriend. If you find a good girl, she needs to be put above everything. T&#8230;",offensive,rt its bros before hoes not bros before your girlfriend if you find a good girl she needs to be put above everything t
RT @CauseWereGuys: Kissing a girl you you actually really like feels better than fucking a sloppy hoe.,offensive,rt kissing a girl you you actually really like feels better than fucking a sloppy hoe
"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",offensive,rt life is a bitch and harsh enough guys need a girl that will make them feel better and help relieve some of the stress
RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl,offensive,rt list of bitches who want my dick
RT @CauseWereGuys: Marilyn Monroe was the biggest hoe of all time... bitches worship her like she got a Nobel Prize and all she did was fuc&#8230;,offensive,rt marilyn monroe was the biggest hoe of all time bitches worship her like she got a nobel prize and all she did was fuc
RT @CauseWereGuys: No bitch ass chick flick will ever be as sad as this movie http://t.co/OLmaJvztpR,offensive,rt no bitch ass chick flick will ever be as sad as this movie
"RT @CauseWereGuys: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy &amp; having a tit&#8230;",offensive,rt sex on st date dont mean you a hoe waiting days wont make you a wife cute pics dont mean you happy amp having a tit
RT @CauseWereGuys: Texting bitches at 11:12 to make their dreams come true,offensive,rt texting bitches at to make their dreams come true
RT @CauseWereGuys: We all know a hoe like this http://t.co/NvlN1xlInW,offensive,rt we all know a hoe like this
RT @CauseWereGuys: When bitches talk about their boyfriend 24/7 http://t.co/KEeJvwbGbR,offensive,rt when bitches talk about their boyfriend
RT @CauseWereGuys: When the fakest bitch you know tweets about being real http://t.co/lHq8GUCiAw,offensive,rt when the fakest bitch you know tweets about being real
RT @CauseWereGuys: When you marry a hoe and only realize it 20 years later http://t.co/BIDlPEOA3P,offensive,rt when you marry a hoe and only realize it years later
RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW,offensive,rt when you realize bae is a hoe
RT @CauseWereGuys: You're a pussy http://t.co/Ufrr2RdcXm,offensive,rt youre a pussy
"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;",offensive,rt he said like u got the money to do that dont forget im not yo ex bitch i aint broke
"RT @CayMarieee: I love my BFFL, she don't even smoke but for my bday bitch gone b turntttt fa me &#128153;&#128520;",offensive,rt i love my bffl she dont even smoke but for my bday bitch gone b turntttt fa me
RT @CayMarieee: Some bitches turned on me with bitched that once turned on them. &#128121;,offensive,rt some bitches turned on me with bitched that once turned on them
RT @CbazzThaGreat: Wanna know if a bitch hygiene up to par. Wipe behind that bitch ear and put it to her nose. If she flinch.....you got ya&#8230;,offensive,rt wanna know if a bitch hygiene up to par wipe behind that bitch ear and put it to her nose if she flinchyou got ya
RT @CdashRay: If all you gunna do is bitch then take ya ass home,offensive,rt if all you gunna do is bitch then take ya ass home
RT @Cesar_Wtx: Pink nipples are cute but some be looking nasty than a bitch! &#128567;,offensive,rt pink nipples are cute but some be looking nasty than a bitch
"RT @ChaBoyLilBill: Lightup Sketchers,

Definition: kick your feet together and watch the bitches flock.

Sentence: blinding bitches when yo&#8230;",offensive,rt lightup sketchers definition kick your feet together and watch the bitches flock sentence blinding bitches when yo
RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;,offensive,rt candy corn amp peeps are hoe candy candy corn trash super trash
"RT @Chaaaauncey: Top 5 Cartoon bitches id fuck
1. Shego
2. Dexters mom
3. Lola bunny
4. Jessica rabbit
5. Timmy turner's mom",offensive,rt top cartoon bitches id fuck shego dexters mom lola bunny jessica rabbit timmy turners mom
RT @Chaantellie: Beyonc&#233; seems like a bitch,offensive,rt beyonc seems like a bitch
"RT @ChadJordan23: ""Chad you got all the hoes""

""Why are you texting me instead of your hoes"" http://t.co/jCSQHeZoRl",offensive,rt chad you got all the hoes why are you texting me instead of your hoes
"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV",offensive,rt after a hoe gave you head and say its my turn
RT @ChadMatz: @rachelcoursey @alexamees2 lol they turn down to early bunch a pussies,offensive,rt lol they turn down to early bunch a pussies
"RT @ChadRuhlig: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!",offensive,rt suicide girl hopeful how about getting a job hopeful or going to school hopeful you silly bitches
"RT @ChaldeanCutie: ""@Vivalaquintaa: Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol",offensive,rt its a bunch of penis on my timeline literally u want me dm u my pussy lol
RT @ChamsFace4music: Early bird catches the worm people,normal,rt early bird catches the worm people
"RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These bitches is really my sons tho Lmaoooooo""",offensive,rt you prolly ate ur dadhe hates you ok dad rt these bitches is really my sons tho lmaoooooo
RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;,normal,rt make my way right to the trash can with these rt new season new shoes makeyourownway wayofwade
RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe,offensive,rt bitches be in internet relationships tho like yous a lonely hoe
RT @CharlesBWaffle: These bitches lonely RT @1stName_Bravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d&#8230;,offensive,rt these bitches lonely rt females in michigan are like those seagulls from finding nemo when it comes to d
RT @CharlesLaCross: Gator needs his GAT punk ass bitch,offensive,rt gator needs his gat punk ass bitch
"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;",normal,rt my wifes doing some sort of bootscootin while singing a little less talk and a lot more actionwhere was this ho
"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2",offensive,rt hoe ass nigga hoe ass nigga x
RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.,offensive,rt niggas be mentally dating females they never met before you on instagram double tapn that ho too much mane
RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!,offensive,rt frfr come party wimmie im leavin this shithole til summfest im leavin dis hoe before that
RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;,offensive,rt when a bitch got you fucked up but you devoted your life to the lord so you gotta stand there like you aint mad
"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies",offensive,rt dudes taking selfies aint cute ya pussies
RT @CheefPolo: My bitch wanna post a thirst trap ima just not pay the water bill that month. We all gon be thirsty,offensive,rt my bitch wanna post a thirst trap ima just not pay the water bill that month we all gon be thirsty
"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero",offensive,rt niggas be like i get times the pussy you get jokes on you fam times is zero
RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,offensive,rt trippin over a rock gtgt trippin over a bitch
RT @CheefPolo: bitches love coming out in public naked &#8220;@ESPNDaniel: Don't do this &#8220;@basedlightskin: !!!! http://t.co/WgD3mNd55V&#8221;&#8221;,offensive,rt bitches love coming out in public naked dont do this
"RT @CheefPolo: i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?",offensive,rt i hate when bitches be like deeper deeper bitch what u thought i had some spare dick in my back pocket i was saving
"RT @CheefQueef: Chocolate pussy ""@JennnVeee: 4. Favorite candy?""",offensive,rt chocolate pussy favorite candy
"RT @CheefQueef: Well damn. ""@PassDAPiff: Make her a single mother RT @LilTy4Real: What if you finally get the pussy &amp; it's garbage?""",offensive,rt well damn make her a single mother rt what if you finally get the pussy amp its garbage
RT @ChefBoiRlee: Yall hoes don't cook on sundays no more huh?,offensive,rt yall hoes dont cook on sundays no more huh
RT @Chef____: I rather see wifey happy then see a hoe naked common sense niggas treat hoes Better then the one that loves them and been the&#8230;,offensive,rt i rather see wifey happy then see a hoe naked common sense niggas treat hoes better then the one that loves them and been the
RT @Chello_Sosa: These niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches,offensive,rt these niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches
RT @CherryBby_xoxo: If this bitch don't just go through the freaking packet &#128530;,offensive,rt if this bitch dont just go through the freaking packet
RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol,hate,rt it means youre a faggot lol
RT @ChiChi_knows: Chris brown a bitch because everyone talks about his relationship. Why come at two females? Charlemagne be saying the sam&#8230;,offensive,rt chris brown a bitch because everyone talks about his relationship why come at two females charlemagne be saying the sam
RT @ChickenColeman: I need some hoes man real shit,offensive,rt i need some hoes man real shit
RT @ChicoFlicoFlame: Every super hero a bitch except iron man Peter Parker the biggest hoe loser ass nigga no bitches no cribs no whips,offensive,rt every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips
RT @ChicoTheWolf: #DavidPullsBitches &#8220;@davidam_23: #TweetSomethingYouGetAlot Go talk to all your other hoes&#8221;,offensive,rt davidpullsbitches tweetsomethingyougetalot go talk to all your other hoes
RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;,offensive,rt i forgot one letter guys i promise im not an illiterate hillbilly
RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick,hate,rt dat bitch katy perry can suck skin off of my dick
RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.,offensive,rt finna fly me a thot out here get back on my make bitches fly like peter pan shit
RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,offensive,rt if my bitch fuckin she jus a thot i mean im tryna take shit to a next level here
RT @ChiefKeef: Shannon said U hoes cant be wit The GLO!,offensive,rt shannon said u hoes cant be wit the glo
RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!,offensive,rt that pussy aint yours broski its jus your turn
"RT @ChiefKeef: You niggaz get so emotionaaaal, You remind me of my bitch!",offensive,rt you niggaz get so emotionaaaal you remind me of my bitch
RT @ChiefOpe: #BadCombinations An Ugly bitch who's loud af,offensive,rt badcombinations an ugly bitch whos loud af
"RT @Chiief_D: @Pboy562 ""well..all i can say, is that i fucked hoes and made money""",offensive,rt wellall i can say is that i fucked hoes and made money
RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,normal,rt part of my cousin dannys yankee swap pretty hilarious very clever and very danny
RT @Chill__Nigga: I can't be in my twenties stressing over a bitch who playin games. I'm straight lol,offensive,rt i cant be in my twenties stressing over a bitch who playin games im straight lol
RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,normal,rt a nice roundup of voices in china africa relations chinaafrica trade the oriental allure
"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;",hate,rt well he is at genos so he is the ultimate faggot got to show this queer how to eat
RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,normal,rt as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c
RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them,offensive,rt i love when celeb nudes leak and all the girls with trash bodies try and critique them
RT @ChivasGee: Fuck up you swole fag,offensive,rt fuck up you swole fag
RT @Choochieee_: If I can take your bitch was she ever really yours?,offensive,rt if i can take your bitch was she ever really yours
RT @ChrisJustJoking: Its Halloween everyday for dykes,offensive,rt its halloween everyday for dykes
RT @ChrisJustJoking: You gotta fuck ugly bitches from 3 towns over that you'll never see again so you can work the kinks out of your sex ga&#8230;,offensive,rt you gotta fuck ugly bitches from towns over that youll never see again so you can work the kinks out of your sex ga
RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,normal,rt udonis talking some big trash to lance lebron holds him back
RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me,offensive,rt if my man aint appreciating me this pussy definitely is gonna end up in another nigga mouth you can quote me
RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....,normal,rt to call martin baker an uncle tom and uppity because hes not siding with the majority pure ignorance
RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,normal,rt great weather to hit up the slopes this weekend amp open saturday cowx skiseason ht
"RT @ChubbyGirlGod: Lmaoo RT @patpatbush: That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/e0MTosPl6k""",offensive,rt lmaoo rt that bitch called on thor for some strength rt wait
RT @Chubbylumpkins_: I think this Steubenville rape trial is some bullshit. That rollen bitch wanted the dick lls and got mad when she w ...,offensive,rt i think this steubenville rape trial is some bullshit that rollen bitch wanted the dick lls and got mad when she w
RT @Chuck_Strangers: When I say faggot it just means someone who is fucking weak...,offensive,rt when i say faggot it just means someone who is fucking weak
RT @ChukaOffor: Lmaooo hoes so childish &#128557;&#128514;&#128557;&#128514; http://t.co/uSFmd01sAF,offensive,rt lmaooo hoes so childish
RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,hate,rt sometimes i wanna upper cut this bitch but i dont know if shes special ed or not
RT @Chykalet: If you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! &#128569;,offensive,rt if youre fucking your sons barber and you still gotta pay for the cutya pussy is wack
RT @Ciara_LisaaRoss: cant no bitch make me mad over a nigga i already had,offensive,rt cant no bitch make me mad over a nigga i already had
RT @CityBoiCoop: &#128557;&#128557;&#128557; RT @RoJustDGAF: Damn it RT @BobbyBudnic: &#9996;&#65039; RT @TittySlapMe: Once or twice is cool but damn bitch http://t.co/WTDCShx&#8230;,offensive,rt rt damn it rt rt once or twice is cool but damn bitch
RT @CjayyTaughtHer: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his &#8230;,offensive,rt a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his
"RT @CjayyTaughtHer: Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &#128076;&#128069;&#128166;",offensive,rt eat her pussy when she mad sad stressed mad at you or whatever shit just lay her down and eat her pussy up
RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey,offensive,rt those nba all star jerseys look retardedthey look like the combo of a nfl jersey amp a fubu jersey
"RT @Classact23: RT @DarkKent27: If I text ""You up?"" that means is it safe for me to come and eat the pussy until I reach cream filling?&gt; &#128563;.&#8230;",offensive,rt rt if i text you up that means is it safe for me to come and eat the pussy until i reach cream fillinggt
RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,hate,rt lmaoo rt thats a legal tackle faggot rt seriously
RT @ClassierTrash: shut up bitch,offensive,rt shut up bitch
"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",normal,rt in anglosaxon calendars november is considered the first day of winter winters day
RT @CleveSmith: Bet her pussy smell like dried up oysters,offensive,rt bet her pussy smell like dried up oysters
RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;,offensive,rt i bet this hoe pussy juices look like spoiled chocolate milk
"RT @ClicquotSuave: 20 bitches in the lobby, its plenty bitches in the lobby",offensive,rt bitches in the lobby its plenty bitches in the lobby
"RT @ClicquotSuave: Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",offensive,rt perfect visionme my niggs mas hoes mas clicquot mas dom p mas moet my type of party blasting out a cali condo
RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes,normal,rt bunch of rappers boutta flood the internets w trash remixes
RT @ClicquotSuave: drop that pussy bitchhhhhhh,offensive,rt drop that pussy bitchhhhhhh
RT @ClicquotSuave: i luv when pussy smell like refurbished iphone 3,offensive,rt i luv when pussy smell like refurbished iphone
RT @ClicquotSuave: nigg complaining about a journal and bitches half naked,offensive,rt nigg complaining about a journal and bitches half naked
"RT @ClicquotSuave: we were at the party last night and P goes...""bro this nigg got on chucks just chillin and dancing w/ all the bitches""..&#8230;",offensive,rt we were at the party last night and p goesbro this nigg got on chucks just chillin and dancing w all the bitches
RT @ClicquotSuave: what does the fox say bitch?,offensive,rt what does the fox say bitch
"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8",offensive,rt oi ya big boring cunt kubrats a comin
RT @ClintSwiftness: &#8220;@GodHimseIf: Is that fire works &#128165; or pussy poppin&#8221; @00sexilexi00 nigga wtf sounds like something you'd say,offensive,rt is that fire works or pussy poppin nigga wtf sounds like something youd say
RT @ClintSwiftness: @00sexilexi00 you is a bitch ass nigguh,offensive,rt you is a bitch ass nigguh
"RT @ClintSwiftness: I hate bees man. They be like 
""Buzz buzz bitch"" and I'm like 
""Nah man I ain't done shit to you""",offensive,rt i hate bees man they be like buzz buzz bitch and im like nah man i aint done shit to you
RT @CloudProjection: Females are more thirsty for attention than males are for pussy.,offensive,rt females are more thirsty for attention than males are for pussy
"RT @Cloudy_goldrush: #In2014 ladies please start being grown women. All These ""bad bitches"" gotta grow up.",offensive,rt in ladies please start being grown women all these bad bitches gotta grow up
"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",hate,rt horrible rapper tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard him
"RT @CloydRivers: Roses are red,
Camo is green.
Trick or treat bitches,
Happy Halloween.
Merica.",offensive,rt roses are red camo is green trick or treat bitches happy halloween merica
RT @CloydRivers: Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.,offensive,rt some of you fellas should dress up as real men for halloween cause youve been actin like bitches all year long merica
"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",normal,rt ran outside mullet flowin nips shown shotgunned a cold one and yelled saturday welcome back you sexy beast mer
"RT @Cluelessnigga: Fat hoes always wanna beef with somebody, yall don't need to be around no type of beef",offensive,rt fat hoes always wanna beef with somebody yall dont need to be around no type of beef
RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,normal,rt tennessee isnt even orange its like vitamin pee yellow
RT @ClutchLikeMJ: You officially brought flopping to football @TheAdams_era congrats on being a pussy... https://t.co/O7bUPLYG3L &#128564;,offensive,rt you officially brought flopping to football congrats on being a pussy
"RT @Clyde_FadeAll: Plz don't tell nobody, bitch I know you got a man..lol I ain't gon tell nobody!",offensive,rt plz dont tell nobody bitch i know you got a manlol i aint gon tell nobody
RT @CoCoMilan18: &#8220;@Me1st_u_last: This bitch @GOTDAMNCHAT ain't got a bit of sense lmaoo!! http://t.co/tBpcQwNGqF&#8221; &#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;,offensive,rt this bitch aint got a bit of sense lmaoo
"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",normal,rt my roommate is having sex and im eating oreos its gonna be a great year kutztown university
RT @CobeNotKobe: All hoes lie.......,offensive,rt all hoes lie
RT @Cocaine_Papii: If you don't make her go to sleep after y'all fucked then your pipe game trash,offensive,rt if you dont make her go to sleep after yall fucked then your pipe game trash
RT @CockyBelichick: Time for the comeback pussies. #kisstherings,offensive,rt time for the comeback pussies kisstherings
RT @CodeLez: You gotta know the difference between a good girl and good pussy,offensive,rt you gotta know the difference between a good girl and good pussy
"RT @CoffyBrownChi: If he don't believe you, no refunds hoe.",offensive,rt if he dont believe you no refunds hoe
"RT @ColIegeprobs: Liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch",offensive,rt liquor before beer youre in the clear beer before liquor youll be fine dont be a bitch
RT @Colarbearr: &#8220;@HoesloveMyTweet: Niggas really be proud of having hoes. But how many of y'all gonna bring them dirty bitches home to your&#8230;,offensive,rt niggas really be proud of having hoes but how many of yall gonna bring them dirty bitches home to your
RT @ColeFlexXx: Fingering N eating the pussy at the same time is good &#128203;&#128221;,offensive,rt fingering n eating the pussy at the same time is good
RT @ColeMcDowell2: &#8220;@FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co&#8230;,offensive,rt rt if u remember when steve from blue clues left us with that other bitch ass nigga joe
RT @ColeyMonique: All the niggas in the world why tf Do bitches mess with their friends nigga?,offensive,rt all the niggas in the world why tf do bitches mess with their friends nigga
RT @Coley_Cee: &lt;----- New Avi:) Me &amp;&amp; my two yellow bitches @No_FAKINGG &amp; @lil_aerii ',offensive,rt lt new avi me ampamp my two yellow bitches amp
RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!,offensive,rt bitch where tf you think you going
"RT @Coley_Cee: @lil_aerii yeaaaaahhhh, like relationship wise. So I was like oh no not my Reedzy Thuggin, bitch suppose to thug it out!",offensive,rt yeaaaaahhhh like relationship wise so i was like oh no not my reedzy thuggin bitch suppose to thug it out
RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,normal,rt isis supporters in america the jihadis next door
RT @CollegeBoy3000: Finally Mellie got some back bone. I might like her this season. 1976 pussy! #Scandal,offensive,rt finally mellie got some back bone i might like her this season pussy scandal
RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,normal,rt i went to college every college got a bird class where u can get ya friend to sign u in amp get an a out the class rashad
RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs,offensive,rt if kanye took kim to mcdonalds then ya hoes dont deserve dates
"RT @ComedyPosts: When you make a joke and someone you hate laughs and you're thinking: ""No bitch you aren't allowed to laugh"".",offensive,rt when you make a joke and someone you hate laughs and youre thinking no bitch you arent allowed to laugh
RT @CommonBlackGirI: When a hoe says hi to bae http://t.co/95bBmGJiJF,offensive,rt when a hoe says hi to bae
RT @CommonWhiteGirI: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch,offensive,rt dont send me snapchats from something i wasnt invited to you rude ass bitch
RT @CommonWhiteGirI: hiding your favorite snacks from your family bc you're a selfish bitch,offensive,rt hiding your favorite snacks from your family bc youre a selfish bitch
RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am,offensive,rt mom why cant u just accept me for the bad bitch i am
RT @Comp10Tx: Lowkey called that faggot a faggot.,hate,rt lowkey called that faggot a faggot
RT @Comp10Tx: Rihanna really is trash,normal,rt rihanna really is trash
RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn,offensive,rt when someone tweets these hoes aint loyal but they laid up at the crib looking like
RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis,offensive,rt so ike just had to punch a nigga for harassing a young lady on ga ave and florida ave in nw dc youoksis
RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!,normal,rt let the dem concerntrolling commence in earnest wagons ho
RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV,normal,rt mustwatch bill maher schools pbs host charlie rose over islams illiberal beliefs
"RT @CookieCocaine_: Stop fuckin with a ""take me out somewhere"" type of bitch...
Get you a ""baby I cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;",offensive,rt stop fuckin with a take me out somewhere type of bitch get you a baby i cooked for you type of chick
RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;,offensive,rt i hate when niggas be slobin all on the blunt like they eatin pussy amp have the nerve to try amp pass it im good nigga i
RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.,offensive,rt im about to go on amp be the devil amp catfish some hoes
"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",hate,rt its amp you niggas still runnin round sayin yall dont eat pussy yall must be suckin dick
RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots,offensive,rt when the side bitch try to approach you in public
RT @Coop_oz: I'm Tryna be like steez &#128175; bro got dem hoes rir,offensive,rt im tryna be like steez bro got dem hoes rir
RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell,normal,rt found some more of my original yellow bracelets and the first person i thought of was
RT @CoreyKeyz: When you find out your bae is a hoe http://t.co/sI8G1Mzpgs,offensive,rt when you find out your bae is a hoe
RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....,offensive,rt hoes b soo lost dey forget dey hoes
RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO,offensive,rt this bitch possessed by the thot demon
